player_name,team_name,position,player_rating,PO_group
Brian Moran,miami-marlins,RP,76.0,relief_pitcher
Jumbo Diaz,miami-marlins,RP,76.0,relief_pitcher
Dylan Lee,miami-marlins,RP,76.0,relief_pitcher
Jose Quijada,miami-marlins,RP,76.0,relief_pitcher
Tommy Eveld,miami-marlins,RP,76.0,relief_pitcher
Rhys Hoskins,philadelphia-phillies,1B,89.0,batter
Andrew McCutchen,philadelphia-phillies,RF,87.0,batter
Jean Segura,philadelphia-phillies,SS,86.0,batter
Odubel Herrera,philadelphia-phillies,CF,86.0,batter
Cesar Hernandez,philadelphia-phillies,2B,85.0,batter
Maikel Franco,philadelphia-phillies,3B,79.0,batter
Andrew Knapp,philadelphia-phillies,C,76.0,batter
Danny Ortiz,philadelphia-phillies,LF,74.0,batter
Aaron Nola,philadelphia-phillies,SP,92.0,starting_pitcher
Nick Pivetta,philadelphia-phillies,SP,82.0,starting_pitcher
Jake Arrieta,philadelphia-phillies,SP,81.0,starting_pitcher
Vince Velasquez,philadelphia-phillies,SP,81.0,starting_pitcher
Zach Eflin,philadelphia-phillies,SP,80.0,starting_pitcher
Seranthony Dominguez,philadelphia-phillies,RP,80.0,relief_pitcher
Austin Davis,philadelphia-phillies,RP,78.0,relief_pitcher
Jose Alvarez,philadelphia-phillies,RP,78.0,relief_pitcher
Juan Nicasio,philadelphia-phillies,RP,78.0,relief_pitcher
Hector Neris,philadelphia-phillies,RP,77.0,relief_pitcher
Luke Leftwich,philadelphia-phillies,RP,77.0,relief_pitcher
Tommy Hunter,philadelphia-phillies,RP,77.0,relief_pitcher
Mitch Haniger,seattle-mariners,RF,89.0,batter
Kyle Seager,seattle-mariners,3B,86.0,batter
Mallex Smith,seattle-mariners,CF,83.0,batter
Edwin Encarnacion,seattle-mariners,DH,83.0,batter
Dan Vogelbach,seattle-mariners,1B,82.0,batter
J.P. Crawford,seattle-mariners,SS,79.0,batter
Dee Gordon,seattle-mariners,2B,79.0,batter
Denard Span,seattle-mariners,LF,77.0,batter
Omar Narvaez,seattle-mariners,C,77.0,batter
Yusei Kikuchi,seattle-mariners,SP,82.0,starting_pitcher
Marco Gonzales,seattle-mariners,SP,80.0,starting_pitcher
Mike Leake,seattle-mariners,SP,79.0,starting_pitcher
Justus Sheffield,seattle-mariners,SP,79.0,starting_pitcher
Hisashi Iwakuma,seattle-mariners,SP,78.0,starting_pitcher
Shawn Armstrong,seattle-mariners,RP,78.0,relief_pitcher
Adam Warren,seattle-mariners,RP,78.0,relief_pitcher
Gerson Bautista,seattle-mariners,RP,77.0,relief_pitcher
Nick Vincent,seattle-mariners,RP,77.0,relief_pitcher
Zach Duke,seattle-mariners,RP,77.0,relief_pitcher
Anthony Swarzak,seattle-mariners,RP,76.0,relief_pitcher
Sam Tuivailala,seattle-mariners,RP,76.0,relief_pitcher
Nicholas Castellanos,detroit-tigers,RF,82.0,batter
Jeimer Candelario,detroit-tigers,3B,81.0,batter
Miguel Cabrera,detroit-tigers,1B,80.0,batter
Jose Iglesias,detroit-tigers,SS,79.0,batter
Jake Rogers,detroit-tigers,C,77.0,batter
JaCoby Jones,detroit-tigers,CF,76.0,batter
Christin Stewart,detroit-tigers,LF,76.0,batter
Gordon Beckham,detroit-tigers,2B,76.0,batter
Victor Martinez,detroit-tigers,DH,73.0,batter
Michael Fulmer,detroit-tigers,SP,84.0,starting_pitcher
Matt Boyd,detroit-tigers,SP,83.0,starting_pitcher
Blaine Hardy,detroit-tigers,SP,79.0,starting_pitcher
Daniel Norris,detroit-tigers,SP,79.0,starting_pitcher
Drew VerHagen,detroit-tigers,SP,78.0,starting_pitcher
Joe Jimenez,detroit-tigers,RP,78.0,relief_pitcher
Alex Wilson,detroit-tigers,RP,77.0,relief_pitcher
Shane Greene,detroit-tigers,RP,77.0,relief_pitcher
Warwick Saupold,detroit-tigers,RP,75.0,relief_pitcher
Louis Coleman,detroit-tigers,RP,76.0,relief_pitcher
Zac Reininger,detroit-tigers,RP,75.0,relief_pitcher
Zac Houston,detroit-tigers,RP,76.0,relief_pitcher
Kris Bryant,chicago-cubs,3B,91.0,batter
Anthony Rizzo,chicago-cubs,1B,90.0,batter
Javier Baez,chicago-cubs,SS,90.0,batter
Willson Contreras,chicago-cubs,C,84.0,batter
Jason Heyward,chicago-cubs,RF,82.0,batter
Kyle Schwarber,chicago-cubs,LF,80.0,batter
Ian Happ,chicago-cubs,CF,79.0,batter
Ben Zobrist,chicago-cubs,2B,78.0,batter
Jose Quintana,chicago-cubs,SP,90.0,starting_pitcher
Kyle Hendricks,chicago-cubs,SP,89.0,starting_pitcher
Cole Hamels,chicago-cubs,SP,89.0,starting_pitcher
Jon Lester,chicago-cubs,SP,87.0,starting_pitcher
Yu Darvish,chicago-cubs,SP,85.0,starting_pitcher
Brad Brach,chicago-cubs,RP,78.0,relief_pitcher
Steve Cishek,chicago-cubs,RP,77.0,relief_pitcher
Xavier Cedeno,chicago-cubs,RP,77.0,relief_pitcher
Pedro Strop,chicago-cubs,RP,77.0,relief_pitcher
Carl Edwards Jr.,chicago-cubs,RP,77.0,relief_pitcher
Tony Barnette,chicago-cubs,RP,77.0,relief_pitcher
Brandon Morrow,chicago-cubs,RP,76.0,relief_pitcher
Nolan Arenado,colorado-rockies,3B,91.0,batter
Trevor Story,colorado-rockies,SS,89.0,batter
Charlie Blackmon,colorado-rockies,LF,88.0,batter
Garrett Hampson,colorado-rockies,2B,82.0,batter
Mike Tauchman,colorado-rockies,CF,81.0,batter
Daniel Murphy,colorado-rockies,1B,81.0,batter
Brett Nicholas,colorado-rockies,C,77.0,batter
Carlos Gonzalez,colorado-rockies,RF,75.0,batter
German Marquez,colorado-rockies,SP,92.0,starting_pitcher
Jon Gray,colorado-rockies,SP,88.0,starting_pitcher
Kyle Freeland,colorado-rockies,SP,88.0,starting_pitcher
Antonio Senzatela,colorado-rockies,SP,83.0,starting_pitcher
Tyler Anderson,colorado-rockies,SP,81.0,starting_pitcher
Scott Oberg,colorado-rockies,RP,77.0,relief_pitcher
Wade Davis,colorado-rockies,RP,78.0,relief_pitcher
Seung-hwan Oh,colorado-rockies,RP,77.0,relief_pitcher
D.J. Johnson,colorado-rockies,RP,76.0,relief_pitcher
Chris Rusin,colorado-rockies,RP,75.0,relief_pitcher
Heath Holder,colorado-rockies,RP,74.0,relief_pitcher
Bryan Shaw,colorado-rockies,RP,75.0,relief_pitcher
Aaron Judge,new-york-yankees,RF,91.0,batter
Aaron Hicks,new-york-yankees,CF,87.0,batter
Didi Gregorius,new-york-yankees,SS,88.0,batter
Gary Sanchez,new-york-yankees,C,84.0,batter
DJ LeMahieu,new-york-yankees,2B,84.0,batter
Luke Voit,new-york-yankees,1B,81.0,batter
Miguel Andujar,new-york-yankees,3B,81.0,batter
Brett Gardner,new-york-yankees,LF,80.0,batter
Luis Severino,new-york-yankees,SP,92.0,starting_pitcher
James Paxton,new-york-yankees,SP,88.0,starting_pitcher
Masahiro Tanaka,new-york-yankees,SP,88.0,starting_pitcher
J.A. Happ,new-york-yankees,SP,88.0,starting_pitcher
CC Sabathia,new-york-yankees,SP,83.0,starting_pitcher
Chad Green,new-york-yankees,RP,81.0,relief_pitcher
Dellin Betances,new-york-yankees,RP,79.0,relief_pitcher
Aroldis Chapman,new-york-yankees,RP,79.0,relief_pitcher
Adam Ottavino,new-york-yankees,RP,78.0,relief_pitcher
Jonathan Holder,new-york-yankees,RP,77.0,relief_pitcher
Zack Britton,new-york-yankees,RP,77.0,relief_pitcher
Raynel Espinal,new-york-yankees,RP,76.0,relief_pitcher
Cedric Mullins,baltimore-orioles,CF,80.0,batter
Jonathan Villar,baltimore-orioles,2B,80.0,batter
Renato Nunez,baltimore-orioles,3B,78.0,batter
Trey Mancini,baltimore-orioles,LF,77.0,batter
Hanser Alberto,baltimore-orioles,SS,77.0,batter
Mark Trumbo,baltimore-orioles,DH,77.0,batter
Colby Rasmus,baltimore-orioles,RF,76.0,batter
Martin Cervenka,baltimore-orioles,C,77.0,batter
Danny Valencia,baltimore-orioles,1B,75.0,batter
Dylan Bundy,baltimore-orioles,SP,81.0,starting_pitcher
Alex Cobb,baltimore-orioles,SP,80.0,starting_pitcher
Jimmy Yacabonis,baltimore-orioles,SP,77.0,starting_pitcher
Mike Wright,baltimore-orioles,SP,76.0,starting_pitcher
Chris Lee,baltimore-orioles,SP,75.0,starting_pitcher
Mychal Givens,baltimore-orioles,RP,81.0,relief_pitcher
Paul Fry,baltimore-orioles,RP,77.0,relief_pitcher
Tanner Scott,baltimore-orioles,RP,77.0,relief_pitcher
Richard Bleier,baltimore-orioles,RP,77.0,relief_pitcher
Donnie Hart,baltimore-orioles,RP,77.0,relief_pitcher
Miguel Castro,baltimore-orioles,RP,73.0,relief_pitcher
Cody Carroll,baltimore-orioles,RP,75.0,relief_pitcher
